"u^n-2_i,j","u^n-2_i-1,j","u^n-2_i+1,j","u^n-2_i,j-1","u^n-2_i,j+1","u^n-1_i,j","u^n-1_i-1,j","u^n-1_i+1,j","u^n-1_i,j-1","u^n-1_i,j+1","u^n_i,j","u^n_i-1,j","u^n_i+1,j","u^n_i,j-1","u^n_i,j+1","u^n+1_i,j","u^n+1_i-1,j","u^n+1_i+1,j","u^n+1_i,j-1","u^n+1_i,j+1"
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.35174e-07,5.60647e-06,9.84420e-09,2.31279e-07,2.36962e-07,3.57763e-05,4.68497e-04,2.17024e-06,3.53312e-05,3.59806e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.36962e-07,5.63002e-06,9.96121e-09,2.35174e-07,2.37752e-07,3.59806e-05,4.70193e-04,2.18974e-06,3.57763e-05,3.60715e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.37752e-07,5.63969e-06,1.00164e-08,2.36962e-07,2.38075e-07,3.60715e-05,4.70930e-04,2.19881e-06,3.59806e-05,3.61092e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.38075e-07,5.64340e-06,1.00402e-08,2.37752e-07,2.38161e-07,3.61092e-05,4.71229e-04,2.20269e-06,3.60715e-05,3.61193e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.38161e-07,5.64436e-06,1.00467e-08,2.38075e-07,2.38075e-07,3.61193e-05,4.71309e-04,2.20376e-06,3.61092e-05,3.61092e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.38075e-07,5.64340e-06,1.00402e-08,2.38161e-07,2.37752e-07,3.61092e-05,4.71229e-04,2.20269e-06,3.61193e-05,3.60715e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.37752e-07,5.63969e-06,1.00164e-08,2.38075e-07,2.36962e-07,3.60715e-05,4.70930e-04,2.19881e-06,3.61092e-05,3.59806e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.36962e-07,5.63002e-06,9.96121e-09,2.37752e-07,2.35174e-07,3.59806e-05,4.70193e-04,2.18974e-06,3.60715e-05,3.57763e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.35174e-07,5.60647e-06,9.84421e-09,2.36962e-07,2.31279e-07,3.57763e-05,4.68497e-04,2.17024e-06,3.59806e-05,3.53312e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.31279e-07,5.55074e-06,9.60753e-09,2.35174e-07,2.23128e-07,3.53312e-05,4.64700e-04,2.12984e-06,3.57763e-05,3.43859e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.23128e-07,5.42278e-06,9.15049e-09,2.31279e-07,2.06886e-07,3.43859e-05,4.56381e-04,2.04912e-06,3.53312e-05,3.24396e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.06886e-07,5.14000e-06,8.31568e-09,2.23128e-07,1.76546e-07,3.24396e-05,4.38527e-04,1.89465e-06,3.43859e-05,2.85950e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.76546e-07,4.54687e-06,6.89526e-09,2.06886e-07,1.24711e-07,2.85950e-05,4.01003e-04,1.61558e-06,3.24396e-05,2.14534e-05
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.24711e-07,3.39355e-06,4.69475e-09,1.76546e-07,4.69545e-08,2.14534e-05,3.24060e-04,1.15081e-06,2.85950e-05,9.75816e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.69473e-09,1.24711e-07,1.80107e-10,1.69751e-09,6.89524e-09,1.15081e-06,2.14534e-05,5.69675e-08,4.76269e-07,1.61558e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.89524e-09,1.76546e-07,2.71203e-10,4.69473e-09,8.31566e-09,1.61558e-06,2.85950e-05,8.28888e-08,1.15081e-06,1.89465e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.31566e-09,2.06886e-07,3.34482e-10,6.89524e-09,9.15048e-09,1.89465e-06,3.24396e-05,9.98906e-08,1.61558e-06,2.04912e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.15048e-09,2.23128e-07,3.74553e-10,8.31566e-09,9.60752e-09,2.04912e-06,3.43859e-05,1.10097e-07,1.89465e-06,2.12984e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.60752e-09,2.31279e-07,3.98141e-10,9.15048e-09,9.84420e-09,2.12984e-06,3.53312e-05,1.15831e-07,2.04912e-06,2.17024e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.84420e-09,2.35174e-07,4.11228e-10,9.60752e-09,9.96121e-09,2.17024e-06,3.57763e-05,1.18891e-07,2.12984e-06,2.18974e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.96121e-09,2.36962e-07,4.18130e-10,9.84420e-09,1.00164e-08,2.18974e-06,3.59806e-05,1.20455e-07,2.17024e-06,2.19881e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00164e-08,2.37752e-07,4.21580e-10,9.96121e-09,1.00402e-08,2.19881e-06,3.60715e-05,1.21219e-07,2.18974e-06,2.20269e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00402e-08,2.38075e-07,4.23140e-10,1.00164e-08,1.00467e-08,2.20269e-06,3.61092e-05,1.21558e-07,2.19881e-06,2.20376e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00467e-08,2.38161e-07,4.23583e-10,1.00402e-08,1.00402e-08,2.20376e-06,3.61193e-05,1.21654e-07,2.20269e-06,2.20269e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00402e-08,2.38075e-07,4.23140e-10,1.00467e-08,1.00164e-08,2.20269e-06,3.61092e-05,1.21558e-07,2.20376e-06,2.19881e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.00164e-08,2.37752e-07,4.21581e-10,1.00402e-08,9.96121e-09,2.19881e-06,3.60715e-05,1.21219e-07,2.20269e-06,2.18974e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.96121e-09,2.36962e-07,4.18131e-10,1.00164e-08,9.84421e-09,2.18974e-06,3.59806e-05,1.20455e-07,2.19881e-06,2.17024e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.84421e-09,2.35174e-07,4.11230e-10,9.96121e-09,9.60753e-09,2.17024e-06,3.57763e-05,1.18891e-07,2.18974e-06,2.12984e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.60753e-09,2.31279e-07,3.98142e-10,9.84421e-09,9.15049e-09,2.12984e-06,3.53312e-05,1.15831e-07,2.17024e-06,2.04912e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,9.15049e-09,2.23128e-07,3.74555e-10,9.60753e-09,8.31568e-09,2.04912e-06,3.43859e-05,1.10097e-07,2.12984e-06,1.89465e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,8.31568e-09,2.06886e-07,3.34484e-10,9.15049e-09,6.89526e-09,1.89465e-06,3.24396e-05,9.98906e-08,2.04912e-06,1.61558e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.89526e-09,1.76546e-07,2.71205e-10,8.31568e-09,4.69475e-09,1.61558e-06,2.85950e-05,8.28888e-08,1.89465e-06,1.15081e-06
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.69475e-09,1.24711e-07,1.80109e-10,6.89526e-09,1.69751e-09,1.15081e-06,2.14534e-05,5.69675e-08,1.61558e-06,4.76269e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.80107e-10,4.69473e-09,7.00974e-12,6.37304e-11,2.71203e-10,5.69675e-08,1.15081e-06,2.70877e-09,2.24255e-08,8.28888e-08
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.71203e-10,6.89524e-09,1.07403e-11,1.80107e-10,3.34482e-10,8.28888e-08,1.61558e-06,4.03958e-09,5.69675e-08,9.98906e-08
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.34482e-10,8.31566e-09,1.34793e-11,2.71203e-10,3.74553e-10,9.98906e-08,1.89465e-06,4.97414e-09,8.28888e-08,1.10097e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.74553e-10,9.15048e-09,1.53204e-11,3.34482e-10,3.98141e-10,1.10097e-07,2.04912e-06,5.57463e-09,9.98906e-08,1.15831e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.98141e-10,9.60752e-09,1.64715e-11,3.74553e-10,4.11228e-10,1.15831e-07,2.12984e-06,5.93452e-09,1.10097e-07,1.18891e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.11228e-10,9.84420e-09,1.71489e-11,3.98141e-10,4.18130e-10,1.18891e-07,2.17024e-06,6.13844e-09,1.15831e-07,1.20455e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.18130e-10,9.96121e-09,1.75268e-11,4.11228e-10,4.21580e-10,1.20455e-07,2.18974e-06,6.24850e-09,1.18891e-07,1.21219e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.21580e-10,1.00164e-08,1.77255e-11,4.18130e-10,4.23140e-10,1.21219e-07,2.19881e-06,6.30486e-09,1.20455e-07,1.21558e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.23140e-10,1.00402e-08,1.78192e-11,4.21580e-10,4.23583e-10,1.21558e-07,2.20269e-06,6.33089e-09,1.21219e-07,1.21654e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.23583e-10,1.00467e-08,1.78464e-11,4.23140e-10,4.23140e-10,1.21654e-07,2.20376e-06,6.33838e-09,1.21558e-07,1.21558e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.23140e-10,1.00402e-08,1.78192e-11,4.23583e-10,4.21581e-10,1.21558e-07,2.20269e-06,6.33089e-09,1.21654e-07,1.21219e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.21581e-10,1.00164e-08,1.77256e-11,4.23140e-10,4.18131e-10,1.21219e-07,2.19881e-06,6.30486e-09,1.21558e-07,1.20455e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.18131e-10,9.96121e-09,1.75268e-11,4.21581e-10,4.11230e-10,1.20455e-07,2.18974e-06,6.24851e-09,1.21219e-07,1.18891e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.11230e-10,9.84421e-09,1.71490e-11,4.18131e-10,3.98142e-10,1.18891e-07,2.17024e-06,6.13844e-09,1.20455e-07,1.15831e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.98142e-10,9.60753e-09,1.64716e-11,4.11230e-10,3.74555e-10,1.15831e-07,2.12984e-06,5.93452e-09,1.18891e-07,1.10097e-07
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.74555e-10,9.15049e-09,1.53206e-11,3.98142e-10,3.34484e-10,1.10097e-07,2.04912e-06,5.57463e-09,1.15831e-07,9.98906e-08
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,3.34484e-10,8.31568e-09,1.34796e-11,3.74555e-10,2.71205e-10,9.98906e-08,1.89465e-06,4.97415e-09,1.10097e-07,8.28888e-08
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.71205e-10,6.89526e-09,1.07406e-11,3.34484e-10,1.80109e-10,8.28888e-08,1.61558e-06,4.03958e-09,9.98906e-08,5.69675e-08
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.80109e-10,4.69475e-09,7.00991e-12,2.71205e-10,6.37313e-11,5.69675e-08,1.15081e-06,2.70877e-09,8.28888e-08,2.24255e-08
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.00974e-12,1.80107e-10,2.75829e-13,2.44905e-12,1.07403e-11,2.70877e-09,5.69675e-08,1.25778e-10,1.03568e-09,4.03958e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.07403e-11,2.71203e-10,4.27973e-13,7.00974e-12,1.34793e-11,4.03958e-09,8.28888e-08,1.90865e-10,2.70877e-09,4.97414e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.34793e-11,3.34482e-10,5.44515e-13,1.07403e-11,1.53204e-11,4.97414e-09,9.98906e-08,2.39030e-10,4.03958e-09,5.57463e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.53204e-11,3.74553e-10,6.26698e-13,1.34793e-11,1.64715e-11,5.57463e-09,1.10097e-07,2.71750e-10,4.97414e-09,5.93452e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.64715e-11,3.98141e-10,6.80725e-13,1.53204e-11,1.71489e-11,5.93452e-09,1.15831e-07,2.92478e-10,5.57463e-09,6.13844e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.71489e-11,4.11228e-10,7.14158e-13,1.64715e-11,1.75268e-11,6.13844e-09,1.18891e-07,3.04866e-10,5.93452e-09,6.24850e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.75268e-11,4.18130e-10,7.33732e-13,1.71489e-11,1.77255e-11,6.24850e-09,1.20455e-07,3.11894e-10,6.13844e-09,6.30486e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.77255e-11,4.21580e-10,7.44494e-13,1.75268e-11,1.78192e-11,6.30486e-09,1.21219e-07,3.15656e-10,6.24850e-09,6.33089e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.78192e-11,4.23140e-10,7.49749e-13,1.77255e-11,1.78464e-11,6.33089e-09,1.21558e-07,3.17456e-10,6.30486e-09,6.33838e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.78464e-11,4.23583e-10,7.51310e-13,1.78192e-11,1.78192e-11,6.33838e-09,1.21654e-07,3.17985e-10,6.33089e-09,6.33089e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.78192e-11,4.23140e-10,7.49750e-13,1.78464e-11,1.77256e-11,6.33089e-09,1.21558e-07,3.17456e-10,6.33838e-09,6.30486e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.77256e-11,4.21581e-10,7.44497e-13,1.78192e-11,1.75268e-11,6.30486e-09,1.21219e-07,3.15656e-10,6.33089e-09,6.24851e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.75268e-11,4.18131e-10,7.33737e-13,1.77256e-11,1.71490e-11,6.24851e-09,1.20455e-07,3.11894e-10,6.30486e-09,6.13844e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.71490e-11,4.11230e-10,7.14165e-13,1.75268e-11,1.64716e-11,6.13844e-09,1.18891e-07,3.04866e-10,6.24851e-09,5.93452e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.64716e-11,3.98142e-10,6.80735e-13,1.71490e-11,1.53206e-11,5.93452e-09,1.15831e-07,2.92478e-10,6.13844e-09,5.57463e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.53206e-11,3.74555e-10,6.26711e-13,1.64716e-11,1.34796e-11,5.57463e-09,1.10097e-07,2.71750e-10,5.93452e-09,4.97415e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.34796e-11,3.34484e-10,5.44529e-13,1.53206e-11,1.07406e-11,4.97415e-09,9.98906e-08,2.39030e-10,5.57463e-09,4.03958e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1.07406e-11,2.71205e-10,4.27987e-13,1.34796e-11,7.00991e-12,4.03958e-09,8.28888e-08,1.90866e-10,4.97415e-09,2.70877e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.00991e-12,1.80109e-10,2.75840e-13,1.07406e-11,2.44912e-12,2.70877e-09,5.69675e-08,1.25778e-10,4.03958e-09,1.03568e-09
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.75829e-13,7.00974e-12,1.09465e-14,9.55813e-14,4.27973e-13,1.25778e-10,2.70877e-09,5.74957e-12,4.71959e-11,1.90865e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,4.27973e-13,1.07403e-11,1.71450e-14,2.75829e-13,5.44515e-13,1.90865e-10,4.03958e-09,8.83663e-12,1.25778e-10,2.39030e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,5.44515e-13,1.34793e-11,2.20524e-14,4.27973e-13,6.26698e-13,2.39030e-10,4.97414e-09,1.12154e-11,1.90865e-10,2.71750e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.26698e-13,1.53204e-11,2.56503e-14,5.44515e-13,6.80725e-13,2.71750e-10,5.57463e-09,1.29064e-11,2.39030e-10,2.92478e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.80725e-13,1.64715e-11,2.81166e-14,6.26698e-13,7.14158e-13,2.92478e-10,5.93452e-09,1.40292e-11,2.71750e-10,3.04866e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.14158e-13,1.71489e-11,2.97096e-14,6.80725e-13,7.33732e-13,3.04866e-10,6.13844e-09,1.47322e-11,2.92478e-10,3.11894e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.33732e-13,1.75268e-11,3.06821e-14,7.14158e-13,7.44494e-13,3.11894e-10,6.24850e-09,1.51492e-11,3.04866e-10,3.15656e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.44494e-13,1.77255e-11,3.12377e-14,7.33732e-13,7.49749e-13,3.15656e-10,6.30486e-09,1.53815e-11,3.11894e-10,3.17456e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.49749e-13,1.78192e-11,3.15174e-14,7.44494e-13,7.51310e-13,3.17456e-10,6.33089e-09,1.54962e-11,3.15656e-10,3.17985e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.51310e-13,1.78464e-11,3.16020e-14,7.49749e-13,7.49750e-13,3.17985e-10,6.33838e-09,1.55305e-11,3.17456e-10,3.17456e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.49750e-13,1.78192e-11,3.15175e-14,7.51310e-13,7.44497e-13,3.17456e-10,6.33089e-09,1.54962e-11,3.17985e-10,3.15656e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.44497e-13,1.77256e-11,3.12378e-14,7.49750e-13,7.33737e-13,3.15656e-10,6.30486e-09,1.53815e-11,3.17456e-10,3.11894e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.33737e-13,1.75268e-11,3.06824e-14,7.44497e-13,7.14165e-13,3.11894e-10,6.24851e-09,1.51492e-11,3.15656e-10,3.04866e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,7.14165e-13,1.71490e-11,2.97100e-14,7.33737e-13,6.80735e-13,3.04866e-10,6.13844e-09,1.47323e-11,3.11894e-10,2.92478e-10
0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,6.80735e-13,1.64716e-11,2.81172e-14,7.14165e-13,6.26711e-13,2.92478e-10,5.93452e-09,1.40293e-11,3.04866e-10,2.71750e-10
